Fund Holdings as of,"May 20, 2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Par Value,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"FORTUM","FORTUM","Utilities","Equity","1,893,802.46","0.01","1,893,802.46","57,597.00","57,597.00","32.88","Finland","Nasdaq Omx Helsinki Ltd.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Dec 18, 1998"
"034020","DOOSAN ENERBILITY LTD","Industrials","Equity","1,892,786.88","0.01","1,892,786.88","20,491.00","20,491.00","92.37","Korea (South)","Korea Exchange (Stock Market)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KRW","-","Jul 31, 2001"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Financials","Equity","1,892,321.51","0.01","1,892,321.51","46,019.00","46,019.00","41.12","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Jan 2, 1985"
"BKT","BANKINTER SA","Financials","Equity","1,891,939.42","0.01","1,891,939.42","84,651.00","84,651.00","22.35","Spain","Bolsa De Madrid","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jul 17, 1987"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","1,890,195.78","0.01","1,890,195.78","81,474.00","81,474.00","23.20","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"9961","TRIP.COM GROUP LTD","Consumer Discretionary","Equity","1,889,547.42","0.01","1,889,547.42","28,316.00","28,316.00","66.73","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","-"
"M&M","MAHINDRA AND MAHINDRA LTD","Consumer Discretionary","Equity","1,888,337.69","0.01","1,888,337.69","42,617.00","42,617.00","44.31","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Apr 14, 1987"
"EDV","ENDEAVOUR MINING","Materials","Equity","1,888,303.50","0.01","1,888,303.50","23,110.00","23,110.00","81.71","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jun 14, 2021"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumer Discretionary","Equity","1,884,024.13","0.01","1,884,024.13","249,871.00","249,871.00","7.54","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 18, 1996"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","1,883,002.39","0.01","1,883,002.39","222,484.00","222,484.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"7735","SCREEN HOLDINGS LTD","Information Technology","Equity","1,879,228.86","0.01","1,879,228.86","20,601.00","20,601.00","91.22","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Jan 2, 1985"
"3","HONG KONG AND CHINA GAS LTD","Utilities","Equity","1,877,656.68","0.01","1,877,656.68","1,455,548.00","1,455,548.00","1.29","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Jan 2, 1985"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","1,868,628.32","0.01","1,868,628.32","673,901.00","673,901.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Feb 17, 1994"
"OTP","OTP BANK","Financials","Equity","1,868,291.69","0.01","1,868,291.69","10,240.00","10,240.00","182.45","Hungary","Budapest Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HUF","-","Aug 21, 1995"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","1,867,829.76","0.01","1,867,829.76","301,691.00","301,691.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 12, 2001"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","1,866,232.65","0.01","1,866,232.65","249,828.00","249,828.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 25, 2001"
"TEL","TELENOR","Communication","Equity","1,865,511.92","0.01","1,865,511.92","79,014.00","79,014.00","23.61","Norway","Oslo Bors Asa","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","NOK","-","Dec 4, 2000"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrials","Equity","1,862,582.27","0.01","1,862,582.27","6,159.00","6,159.00","302.42","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","May 17, 1994"
"AXISBANK","AXIS BANK LTD","Financials","Equity","1,862,383.57","0.01","1,862,383.57","104,982.00","104,982.00","17.74","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Dec 4, 1998"
"KFH","KUWAIT FINANCE HOUSE","Financials","Equity","1,862,072.90","0.01","1,862,072.90","541,300.00","541,300.00","3.44","Kuwait","Kuwait Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KWD","-","Mar 13, 1996"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","1,860,642.73","0.01","1,860,642.73","635,492.00","635,492.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"OVV","OVINTIV INC","Energy","Equity","1,857,448.49","0.01","1,857,448.49","356,584.00","356,584.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"AA","ALCOA CORP","Materials","Equity","1,856,649.94","0.01","1,856,649.94","330,812.00","330,812.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","1,856,649.94","0.01","1,856,649.94","913,227.00","913,227.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"EN","BOUYGUES SA","Industrials","Equity","1,853,430.81","0.01","1,853,430.81","23,050.00","23,050.00","80.41","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jul 22, 1988"
"INVH","INVITATION HOMES INC","Real Estate","Equity","1,852,657.14","0.01","1,852,657.14","725,931.00","725,931.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Feb 2, 2017"
"MRNA","MODERNA INC","Health Care","Equity","1,852,657.14","0.01","1,852,657.14","440,112.00","440,112.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 7, 2018"
"WCC","WESCO INTERNATIONAL INC","Industrials","Equity","1,851,060.02","0.01","1,851,060.02","60,441.00","60,441.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","May 12, 1999"
"TVK","TERRAVEST INDUSTRIES INC","Energy","Equity","1,849,117.22","0.01","1,849,117.22","13,856.00","13,856.00","133.45","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","1,847,067.23","0.01","1,847,067.23","112,651.00","112,651.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"288","WH GROUP LTD","Consumer Staples","Equity","1,846,279.03","0.01","1,846,279.03","1,132,687.00","1,132,687.00","1.63","Hong Kong","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Aug 5, 2014"
"NVR","NVR INC","Consumer Discretionary","Equity","1,844,671.55","0.01","1,844,671.55","3,520.00","3,520.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jun 17, 1986"
"8473","SBI HOLDINGS INC","Financials","Equity","1,844,559.05","0.01","1,844,559.05","69,501.00","69,501.00","26.54","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Dec 15, 2000"
"AKZA","AKZO NOBEL NV","Materials","Equity","1,840,044.97","0.01","1,840,044.97","22,846.00","22,846.00","80.54","Netherlands","Euronext Amsterdam","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"ROKU","ROKU INC CLASS A","Communication","Equity","1,835,887.40","0.01","1,835,887.40","169,039.00","169,039.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"TEL2 B","TELE2 B","Communication","Equity","1,833,289.85","0.01","1,833,289.85","66,908.00","66,908.00","27.40","Sweden","Nasdaq Omx Nordic","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SEK","-","May 14, 1996"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","1,829,498.93","0.01","1,829,498.93","278,823.00","278,823.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jan 21, 1998"
"FME","FRESENIUS MEDICAL CARE AG","Health Care","Equity","1,825,409.64","0.01","1,825,409.64","29,686.00","29,686.00","61.49","Germany","Xetra","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Oct 3, 1996"
"ITT","ITT INC","Industrials","Equity","1,817,520.54","0.01","1,817,520.54","107,459.00","107,459.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"BHC","BAUSCH HEALTH COMPANIES INC","Health Care","Equity","1,813,609.14","0.01","1,813,609.14","239,895.00","239,895.00","7.56","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","-"
"APA","APA GROUP UNITS","Utilities","Equity","1,810,504.52","0.01","1,810,504.52","178,024.00","178,024.00","10.17","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Jun 13, 2000"
"OMV","OMV AG","Energy","Equity","1,809,815.66","0.01","1,809,815.66","18,049.00","18,049.00","100.27","Austria","Wiener Boerse Ag","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 13, 1988"
"IP","INTERNATIONAL PAPER","Materials","Equity","1,809,534.95","0.01","1,809,534.95","669,696.00","669,696.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"TSU","TRISURA GROUP LTD","Financials","Equity","1,803,720.81","0.01","1,803,720.81","43,400.00","43,400.00","41.56","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","-"
"APG","API GROUP CORP","Industrials","Equity","1,801,549.36","0.01","1,801,549.36","489,788.00","489,788.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Apr 29, 2020"
"RCH","RICHELIEU HARDWARE LTD","Industrials","Equity","1,799,675.58","0.01","1,799,675.58","46,733.00","46,733.00","38.51","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Jul 27, 1993"
"INCY","INCYTE CORP","Health Care","Equity","1,791,966.65","0.01","1,791,966.65","210,993.00","210,993.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Dec 6, 1993"
"CICT","CAPITALAND INTEGRATED COMMERCIAL T","Real Estate","Equity","1,789,311.11","0.01","1,789,311.11","733,324.00","733,324.00","2.44","Singapore","Singapore Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SGD","-","Jul 17, 2002"
"MTL","MULLEN GROUP LTD","Industrials","Equity","1,785,742.03","0.01","1,785,742.03","81,727.00","81,727.00","21.85","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Jul 7, 2005"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","1,785,578.17","0.01","1,785,578.17","170,175.00","170,175.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","Information Technology","Equity","1,780,708.04","0.01","1,780,708.04","10,099.00","10,099.00","176.33","Israel","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","Jun 28, 1996","Jun 28, 1996"
"CCA","COGECO COMMUNICATIONS SUBORDINATE","Communication","Equity","1,779,898.93","0.01","1,779,898.93","27,707.00","27,707.00","64.24","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","1,775,196.91","0.01","1,775,196.91","852,171.00","852,171.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 22, 1991"
"MAERSK B","A P MOLLER MAERSK B","Industrials","Equity","1,772,813.41","0.01","1,772,813.41","535.00","535.00","3,311.76","Denmark","Omx Nordic Exchange Copenhagen A/S","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","DKK","-","Mar 29, 1988"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","1,769,606.99","0.01","1,769,606.99","162,586.00","162,586.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"FGR","EIFFAGE SA","Industrials","Equity","1,761,221.95","0.01","1,761,221.95","8,682.00","8,682.00","202.85","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"ACLN","ACCELLERON N AG","Industrials","Equity","1,760,511.60","0.01","1,760,511.60","12,537.00","12,537.00","140.43","Switzerland","SIX Swiss Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","CHF","-","-"
"NFI","NFI GROUP INC","Industrials","Equity","1,755,178.11","0.01","1,755,178.11","86,547.00","86,547.00","20.28","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","-"
"012450","HANWHA AEROSPACE LTD","Industrials","Equity","1,744,446.68","0.01","1,744,446.68","1,532.00","1,532.00","1,138.92","Korea (South)","Korea Exchange (Stock Market)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KRW","-","Mar 15, 1989"
"TLN","TALEN ENERGY CORP","Utilities","Equity","1,741,657.42","0.01","1,741,657.42","57,803.00","57,803.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 10, 2024"
"BEZ","BEAZLEY PLC","Financials","Equity","1,740,197.01","0.01","1,740,197.01","73,519.00","73,519.00","23.67","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","1,739,261.75","0.01","1,739,261.75","40,302.00","40,302.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jul 29, 1999"
"2628","CHINA LIFE INSURANCE LTD H","Financials","Equity","1,737,186.71","0.01","1,737,186.71","339,958.00","339,958.00","5.11","China","Hong Kong Exchanges And Clearing Ltd","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","HKD","-","Dec 18, 2003"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","1,736,396.87","0.01","1,736,396.87","115,683.00","115,683.00","15.01","Mexico","Bolsa Mexicana De Valores","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","MXN","-","Jun 23, 1994"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","1,735,268.95","0.01","1,735,268.95","128,252.00","128,252.00","-","United States","NASDAQ","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","May 23, 1996"
"TXT","TEXTRON INC","Industrials","Equity","1,728,880.48","0.01","1,728,880.48","220,756.00","220,756.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Nov 5, 1984"
"FSR","FIRSTRAND LTD","Financials","Equity","1,728,042.96","0.01","1,728,042.96","230,713.00","230,713.00","7.49","South Africa","Johannesburg Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","ZAR","-","Jul 1, 1992"
"RXL","REXEL SA","Industrials","Equity","1,726,585.72","0.01","1,726,585.72","29,815.00","29,815.00","57.91","France","Nyse Euronext - Euronext Paris","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Apr 5, 2007"
"MKS","MARKS AND SPENCER GROUP PLC","Consumer Staples","Equity","1,719,713.79","0.01","1,719,713.79","267,452.00","267,452.00","6.43","United Kingdom","London Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","GBP","-","Jan 2, 1985"
"HEIO","HEINEKEN HOLDING NV","Consumer Staples","Equity","1,716,250.83","0.01","1,716,250.83","17,116.00","17,116.00","100.27","Netherlands","Euronext Amsterdam","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","EUR","-","Jan 2, 1985"
"XRO","XERO LTD","Information Technology","Equity","1,715,839.50","0.01","1,715,839.50","22,278.00","22,278.00","77.02","Australia","Asx - All Markets","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","AUD","-","Nov 8, 2012"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","1,715,304.97","0.01","1,715,304.97","938,507.00","938,507.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","-"
"IEX","IDEX CORP","Industrials","Equity","1,713,707.85","0.01","1,713,707.85","94,104.00","94,104.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","Jun 2, 1989"
"055550","SHINHAN FINANCIAL GROUP LTD","Financials","Equity","1,710,954.27","0.01","1,710,954.27","19,960.00","19,960.00","85.72","Korea (South)","Korea Exchange (Stock Market)","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","KRW","-","Jan 30, 1992"
"2327","YAGEO CORP","Information Technology","Equity","1,710,783.04","0.01","1,710,783.04","75,833.00","75,833.00","22.56","Taiwan","Taiwan Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","TWD","-","Jan 27, 1994"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","1,708,936.61","0.01","1,708,936.61","30,792.00","30,792.00","55.50","India","National Stock Exchange Of India","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","INR","-","Apr 14, 1987"
"BIR","BIRCHCLIFF ENERGY LTD","Energy","Equity","1,707,983.82","0.01","1,707,983.82","248,977.00","248,977.00","6.86","Canada","Toronto Stock Exchange","CAD","0.00","-","1.00","-","0.00","0.00","-","-","0.00","-","CAD","-","Feb 22, 2001"
"YAR","YARA INTERNATIONAL","Materials","Equity","1,705,090.28","0.01","1,705,090.28","21,754.00","21,754.00","78.38","Norway","Oslo Bors Asa","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","NOK","-","Mar 25, 2004"
"ROL","ROLLINS INC","Industrials","Equity","1,703,326.59","0.01","1,703,326.59","365,514.00","365,514.00","-","United States","New York Stock Exchange Inc.","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","USD","-","May 22, 1981"
"7186","YOKOHAMA FINANCIAL GROUP INC","Financials","Equity","1,701,912.35","0.01","1,701,912.35","119,015.00","119,015.00","14.30","Japan","Tokyo Stock Exchange","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","JPY","-","Apr 1, 2016"
"SOBI","SWEDISH ORPHAN BIOVITRUM","Health Care","Equity","1,701,428.12","0.01","1,701,428.12","26,506.00","26,506.00","64.19","Sweden","Nasdaq Omx Nordic","CAD","0.00","-","-","-","0.00","0.00","-","-","0.00","-","SEK","-","Sep 15, 2006"
